Check Size NLON NLAT TIME VERSION
2.25043e+07 26 13 2 0.331377 0
2.25043e+07 26 13 2 0.31047 0
2.25043e+07 26 13 2 0.319483 0
2.25043e+07 26 13 2 0.325967 0
2.25043e+07 26 13 2 0.318572 0
2.25043e+07 26 13 2 0.329596 0
2.25043e+07 26 13 2 0.320745 0
2.25043e+07 26 13 2 0.311254 0
2.25043e+07 26 13 2 0.325569 0
2.25043e+07 26 13 2 0.312377 0
2.25043e+07 26 13 2 0.328251 0
2.25043e+07 26 13 2 0.312511 0
2.25043e+07 26 13 2 0.320902 0
2.25043e+07 26 13 2 0.325322 0
2.25043e+07 26 13 2 0.321279 0
2.25043e+07 26 13 2 0.339628 0
2.25043e+07 26 13 2 0.319741 0
5.11059e+08 26 13 2 54.1443 1
5.11059e+08 26 13 2 34.2328 1
5.11059e+08 26 13 2 34.1461 1
5.11059e+08 26 13 2 62.8726 1
5.11059e+08 26 13 2 33.5737 1
5.11059e+08 26 13 2 33.7161 1
5.11059e+08 26 13 2 33.8115 1
5.11059e+08 26 13 2 34.1751 1
5.11059e+08 26 13 2 34.3153 1
5.11059e+08 26 13 2 33.8318 1
5.11059e+08 26 13 2 33.5755 1
5.11059e+08 26 13 2 33.9367 1
5.11059e+08 26 13 2 33.9668 1
5.11059e+08 26 13 2 34.0864 1
5.11059e+08 26 13 2 54.3982 1
5.11059e+08 26 13 2 61.6535 1
5.11059e+08 26 13 2 33.7581 1
2.25043e+07 28 7 4 0.322483 0
2.25043e+07 28 7 4 0.328874 0
2.25043e+07 28 7 4 0.314159 0
2.25043e+07 28 7 4 0.326266 0
2.25043e+07 28 7 4 0.31521 0
2.25043e+07 28 7 4 0.319863 0
2.25043e+07 28 7 4 0.324393 0
2.25043e+07 28 7 4 0.321146 0
2.25043e+07 28 7 4 0.326765 0
2.25043e+07 28 7 4 0.322617 0
2.25043e+07 28 7 4 0.312339 0
2.25043e+07 28 7 4 0.325984 0
2.25043e+07 28 7 4 0.326464 0
2.25043e+07 28 7 4 0.316577 0
2.25043e+07 28 7 4 0.320193 0
2.25043e+07 28 7 4 0.327234 0
2.25043e+07 28 7 4 0.33072 0
2.25043e+07 28 7 4 0.315751 0
2.25043e+07 28 7 4 0.317331 0
2.25043e+07 28 7 4 0.31415 0
2.25043e+07 28 7 4 0.425325 0
2.25043e+07 28 7 4 0.316351 0
2.25043e+07 28 7 4 0.325233 0
2.25043e+07 28 7 4 0.32437 0
2.25043e+07 28 7 4 0.316853 0
2.25043e+07 28 7 4 0.328982 0
2.25043e+07 28 7 4 0.321053 0
2.25043e+07 28 7 4 0.317923 0
2.25043e+07 28 7 4 0.323407 0
2.25043e+07 28 7 4 0.321395 0
2.25043e+07 28 7 4 0.326386 0
2.25043e+07 28 7 4 0.317563 0
2.25043e+07 28 7 4 0.325786 0
5.11059e+08 28 7 4 31.6904 1
5.11059e+08 28 7 4 31.3811 1
5.11059e+08 28 7 4 32.1805 1
5.11059e+08 28 7 4 32.2196 1
5.11059e+08 28 7 4 31.8204 1
5.11059e+08 28 7 4 31.7788 1
5.11059e+08 28 7 4 48.1732 1
5.11059e+08 28 7 4 59.8505 1
5.11059e+08 28 7 4 31.5918 1
5.11059e+08 28 7 4 31.3411 1
5.11059e+08 28 7 4 32.9183 1
5.11059e+08 28 7 4 32.059 1
5.11059e+08 28 7 4 31.6639 1
5.11059e+08 28 7 4 31.3361 1
5.11059e+08 28 7 4 47.4773 1
5.11059e+08 28 7 4 30.8981 1
5.11059e+08 28 7 4 32.3394 1
2.25043e+07 30 6 5 0.306838 0
2.25043e+07 30 6 5 0.305403 0
2.25043e+07 30 6 5 0.324409 0
2.25043e+07 30 6 5 0.315028 0
2.25043e+07 30 6 5 0.310882 0
2.25043e+07 30 6 5 0.313915 0
2.25043e+07 30 6 5 0.310961 0
2.25043e+07 30 6 5 0.325869 0
2.25043e+07 30 6 5 0.313087 0
2.25043e+07 30 6 5 0.314795 0
2.25043e+07 30 6 5 0.315256 0
2.25043e+07 30 6 5 0.313839 0
2.25043e+07 30 6 5 0.312071 0
2.25043e+07 30 6 5 0.304999 0
2.25043e+07 30 6 5 0.30883 0
2.25043e+07 30 6 5 0.315539 0
2.25043e+07 30 6 5 0.304812 0
2.25043e+07 30 6 5 0.312583 0
2.25043e+07 30 6 5 0.312155 0
2.25043e+07 30 6 5 0.314818 0
2.25043e+07 30 6 5 0.303079 0
2.25043e+07 30 6 5 0.304199 0
2.25043e+07 30 6 5 0.414583 0
2.25043e+07 30 6 5 0.313419 0
2.25043e+07 30 6 5 0.312621 0
2.25043e+07 30 6 5 0.314671 0
2.25043e+07 30 6 5 0.311932 0
2.25043e+07 30 6 5 0.316036 0
2.25043e+07 30 6 5 0.305464 0
2.25043e+07 30 6 5 0.306356 0
2.25043e+07 30 6 5 0.305112 0
2.25043e+07 30 6 5 0.312568 0
2.25043e+07 30 6 5 0.312515 0
5.11059e+08 30 6 5 58.8699 1
5.11059e+08 30 6 5 29.8125 1
5.11059e+08 30 6 5 29.7059 1
5.11059e+08 30 6 5 30.6424 1
5.11059e+08 30 6 5 29.568 1
5.11059e+08 30 6 5 29.9128 1
5.11059e+08 30 6 5 30.1814 1
5.11059e+08 30 6 5 43.5623 1
5.11059e+08 30 6 5 29.9241 1
5.11059e+08 30 6 5 29.9195 1
5.11059e+08 30 6 5 29.7217 1
5.11059e+08 30 6 5 30.5287 1
5.11059e+08 30 6 5 29.7958 1
5.11059e+08 30 6 5 30.2929 1
5.11059e+08 30 6 5 58.833 1
5.11059e+08 30 6 5 44.3714 1
5.11059e+08 30 6 5 29.8888 1
2.25043e+07 32 8 4 0.313506 0
2.25043e+07 32 8 4 0.319437 0
2.25043e+07 32 8 4 0.315706 0
2.25043e+07 32 8 4 0.323019 0
2.25043e+07 32 8 4 0.327979 0
2.25043e+07 32 8 4 0.325506 0
2.25043e+07 32 8 4 0.314061 0
2.25043e+07 32 8 4 0.325079 0
2.25043e+07 32 8 4 0.31647 0
2.25043e+07 32 8 4 0.325905 0
2.25043e+07 32 8 4 0.313608 0
2.25043e+07 32 8 4 0.315859 0
2.25043e+07 32 8 4 0.328627 0
2.25043e+07 32 8 4 0.318102 0
2.25043e+07 32 8 4 0.326882 0
2.25043e+07 32 8 4 0.312485 0
2.25043e+07 32 8 4 0.323723 0
2.25043e+07 32 8 4 0.429734 0
2.25043e+07 32 8 4 0.31807 0
2.25043e+07 32 8 4 0.326574 0
2.25043e+07 32 8 4 0.314118 0
2.25043e+07 32 8 4 0.322691 0
2.25043e+07 32 8 4 0.325138 0
2.25043e+07 32 8 4 0.410904 0
2.25043e+07 32 8 4 0.326724 0
2.25043e+07 32 8 4 0.322178 0
2.25043e+07 32 8 4 0.324214 0
2.25043e+07 32 8 4 0.317044 0
2.25043e+07 32 8 4 0.330472 0
2.25043e+07 32 8 4 0.328155 0
2.25043e+07 32 8 4 0.319907 0
2.25043e+07 32 8 4 0.339298 0
2.25043e+07 32 8 4 0.31626 0
5.11059e+08 32 8 4 27.8308 1
5.11059e+08 32 8 4 28.7359 1
5.11059e+08 32 8 4 29.0757 1
5.11059e+08 32 8 4 28.0588 1
5.11059e+08 32 8 4 29.867 1
5.11059e+08 32 8 4 28.2794 1
5.11059e+08 32 8 4 44.823 1
5.11059e+08 32 8 4 28.07 1
5.11059e+08 32 8 4 28.1582 1
5.11059e+08 32 8 4 58.5733 1
5.11059e+08 32 8 4 28.94 1
5.11059e+08 32 8 4 29.973 1
5.11059e+08 32 8 4 29.3681 1
5.11059e+08 32 8 4 28.1712 1
5.11059e+08 32 8 4 27.6901 1
5.11059e+08 32 8 4 28.2484 1
5.11059e+08 32 8 4 28.4324 1
2.25043e+07 34 17 2 0.340675 0
2.25043e+07 34 17 2 0.353308 0
2.25043e+07 34 17 2 0.348121 0
2.25043e+07 34 17 2 0.340487 0
2.25043e+07 34 17 2 0.354943 0
2.25043e+07 34 17 2 0.353352 0
2.25043e+07 34 17 2 0.348705 0
2.25043e+07 34 17 2 0.344365 0
2.25043e+07 34 17 2 0.354321 0
2.25043e+07 34 17 2 0.362665 0
2.25043e+07 34 17 2 0.347739 0
2.25043e+07 34 17 2 0.350174 0
2.25043e+07 34 17 2 0.34284 0
2.25043e+07 34 17 2 0.350337 0
2.25043e+07 34 17 2 0.335871 0
2.25043e+07 34 17 2 0.36138 0
2.25043e+07 34 17 2 0.354704 0
2.25043e+07 34 17 2 0.344632 0
2.25043e+07 34 17 2 0.345606 0
2.25043e+07 34 17 2 0.434448 0
2.25043e+07 34 17 2 0.341885 0
2.25043e+07 34 17 2 0.34091 0
2.25043e+07 34 17 2 0.348424 0
2.25043e+07 34 17 2 0.350351 0
2.25043e+07 34 17 2 0.350812 0
2.25043e+07 34 17 2 0.371496 0
2.25043e+07 34 17 2 0.346783 0
2.25043e+07 34 17 2 0.346958 0
2.25043e+07 34 17 2 0.351822 0
2.25043e+07 34 17 2 0.33524 0
2.25043e+07 34 17 2 0.355005 0
2.25043e+07 34 17 2 0.342575 0
2.25043e+07 34 17 2 0.347067 0
5.11059e+08 34 17 2 37.9545 1
5.11059e+08 34 17 2 26.4192 1
5.11059e+08 34 17 2 27.0441 1
5.11059e+08 34 17 2 26.3972 1
5.11059e+08 34 17 2 26.1028 1
5.11059e+08 34 17 2 55.4598 1
5.11059e+08 34 17 2 25.4853 1
5.11059e+08 34 17 2 27.5338 1
5.11059e+08 34 17 2 26.2787 1
5.11059e+08 34 17 2 27.2268 1
5.11059e+08 34 17 2 26.0386 1
5.11059e+08 34 17 2 26.7423 1
5.11059e+08 34 17 2 26.3366 1
5.11059e+08 34 17 2 27.6549 1
5.11059e+08 34 17 2 38.0304 1
5.11059e+08 34 17 2 55.4508 1
5.11059e+08 34 17 2 26.3885 1
2.25043e+07 36 6 6 0.371387 0
2.25043e+07 36 6 6 0.368181 0
2.25043e+07 36 6 6 0.35951 0
2.25043e+07 36 6 6 0.368518 0
2.25043e+07 36 6 6 0.357472 0
2.25043e+07 36 6 6 0.360669 0
2.25043e+07 36 6 6 0.369494 0
2.25043e+07 36 6 6 0.370044 0
2.25043e+07 36 6 6 0.355194 0
2.25043e+07 36 6 6 0.367758 0
2.25043e+07 36 6 6 0.358061 0
2.25043e+07 36 6 6 0.36629 0
2.25043e+07 36 6 6 0.35724 0
2.25043e+07 36 6 6 0.366041 0
2.25043e+07 36 6 6 0.366592 0
2.25043e+07 36 6 6 0.35811 0
2.25043e+07 36 6 6 0.355934 0
2.25043e+07 36 6 6 0.368376 0
2.25043e+07 36 6 6 0.356829 0
2.25043e+07 36 6 6 0.365352 0
2.25043e+07 36 6 6 0.369155 0
2.25043e+07 36 6 6 0.368001 0
2.25043e+07 36 6 6 0.371158 0
2.25043e+07 36 6 6 0.355755 0
2.25043e+07 36 6 6 0.364973 0
2.25043e+07 36 6 6 0.368923 0
2.25043e+07 36 6 6 0.355586 0
2.25043e+07 36 6 6 0.371702 0
2.25043e+07 36 6 6 0.36504 0
2.25043e+07 36 6 6 0.367329 0
2.25043e+07 36 6 6 0.368057 0
2.25043e+07 36 6 6 0.356943 0
2.25043e+07 36 6 6 0.373006 0
5.11059e+08 36 6 6 25.5589 1
5.11059e+08 36 6 6 25.7272 1
5.11059e+08 36 6 6 25.0002 1
5.11059e+08 36 6 6 38.2953 1
5.11059e+08 36 6 6 26.0907 1
5.11059e+08 36 6 6 25.2078 1
5.11059e+08 36 6 6 25.7585 1
5.11059e+08 36 6 6 25.5087 1
5.11059e+08 36 6 6 25.5402 1
5.11059e+08 36 6 6 25.7313 1
5.11059e+08 36 6 6 26.8371 1
5.11059e+08 36 6 6 51.2754 1
5.11059e+08 36 6 6 25.6633 1
5.11059e+08 36 6 6 25.8235 1
5.11059e+08 36 6 6 38.2598 1
5.11059e+08 36 6 6 25.3593 1
5.11059e+08 36 6 6 25.6528 1
2.25043e+07 38 19 2 0.378758 0
2.25043e+07 38 19 2 0.364132 0
2.25043e+07 38 19 2 0.367379 0
2.25043e+07 38 19 2 0.37671 0
2.25043e+07 38 19 2 0.366992 0
2.25043e+07 38 19 2 0.365472 0
2.25043e+07 38 19 2 0.377954 0
2.25043e+07 38 19 2 0.375756 0
2.25043e+07 38 19 2 0.377781 0
2.25043e+07 38 19 2 0.365105 0
2.25043e+07 38 19 2 0.368432 0
2.25043e+07 38 19 2 0.377759 0
2.25043e+07 38 19 2 0.375154 0
2.25043e+07 38 19 2 0.378509 0
2.25043e+07 38 19 2 0.374291 0
2.25043e+07 38 19 2 0.375147 0
2.25043e+07 38 19 2 0.378967 0
2.25043e+07 38 19 2 0.364623 0
2.25043e+07 38 19 2 0.374991 0
2.25043e+07 38 19 2 0.380062 0
2.25043e+07 38 19 2 0.362838 0
2.25043e+07 38 19 2 0.361561 0
2.25043e+07 38 19 2 0.375824 0
2.25043e+07 38 19 2 0.364438 0
2.25043e+07 38 19 2 0.374296 0
2.25043e+07 38 19 2 0.374669 0
2.25043e+07 38 19 2 0.362132 0
2.25043e+07 38 19 2 0.382253 0
2.25043e+07 38 19 2 0.362498 0
2.25043e+07 38 19 2 0.374923 0
2.25043e+07 38 19 2 0.382228 0
2.25043e+07 38 19 2 0.360435 0
2.25043e+07 38 19 2 0.372262 0
5.11059e+08 38 19 2 24.2362 1
5.11059e+08 38 19 2 24.0101 1
5.11059e+08 38 19 2 24.2195 1
5.11059e+08 38 19 2 24.2603 1
5.11059e+08 38 19 2 33.2765 1
5.11059e+08 38 19 2 24.951 1
5.11059e+08 38 19 2 24.0191 1
5.11059e+08 38 19 2 47.1876 1
5.11059e+08 38 19 2 23.4317 1
5.11059e+08 38 19 2 24.2369 1
5.11059e+08 38 19 2 24.1233 1
5.11059e+08 38 19 2 23.8696 1
5.11059e+08 38 19 2 28.456 1
5.11059e+08 38 19 2 24.9083 1
5.11059e+08 38 19 2 33.3254 1
5.11059e+08 38 19 2 23.8279 1
5.11059e+08 38 19 2 24.069 1
2.25043e+07 40 8 5 0.363257 0
2.25043e+07 40 8 5 0.368531 0
2.25043e+07 40 8 5 0.363157 0
2.25043e+07 40 8 5 0.377552 0
2.25043e+07 40 8 5 0.376609 0
2.25043e+07 40 8 5 0.376536 0
2.25043e+07 40 8 5 0.361539 0
2.25043e+07 40 8 5 0.365898 0
2.25043e+07 40 8 5 0.370793 0
2.25043e+07 40 8 5 0.377709 0
2.25043e+07 40 8 5 0.37554 0
2.25043e+07 40 8 5 0.376907 0
2.25043e+07 40 8 5 0.375862 0
2.25043e+07 40 8 5 0.366181 0
2.25043e+07 40 8 5 0.36629 0
2.25043e+07 40 8 5 0.379955 0
2.25043e+07 40 8 5 0.365572 0
2.25043e+07 40 8 5 0.375628 0
2.25043e+07 40 8 5 0.372327 0
2.25043e+07 40 8 5 0.367559 0
2.25043e+07 40 8 5 0.372689 0
2.25043e+07 40 8 5 0.372459 0
2.25043e+07 40 8 5 0.375679 0
2.25043e+07 40 8 5 0.363334 0
2.25043e+07 40 8 5 0.376423 0
2.25043e+07 40 8 5 0.378447 0
2.25043e+07 40 8 5 0.372592 0
2.25043e+07 40 8 5 0.362602 0
2.25043e+07 40 8 5 0.360934 0
2.25043e+07 40 8 5 0.376145 0
2.25043e+07 40 8 5 0.362723 0
2.25043e+07 40 8 5 0.378593 0
2.25043e+07 40 8 5 0.374758 0
5.11059e+08 40 8 5 22.8177 1
5.11059e+08 40 8 5 22.7543 1
5.11059e+08 40 8 5 22.5937 1
5.11059e+08 40 8 5 42.4467 1
5.11059e+08 40 8 5 32.7059 1
5.11059e+08 40 8 5 23.1397 1
5.11059e+08 40 8 5 22.4728 1
5.11059e+08 40 8 5 22.5845 1
5.11059e+08 40 8 5 22.7722 1
5.11059e+08 40 8 5 22.6418 1
5.11059e+08 40 8 5 22.6287 1
5.11059e+08 40 8 5 23.1108 1
5.11059e+08 40 8 5 22.5164 1
5.11059e+08 40 8 5 22.4585 1
5.11059e+08 40 8 5 31.8092 1
5.11059e+08 40 8 5 42.8654 1
5.11059e+08 40 8 5 22.758 1
2.25043e+07 42 7 6 0.384891 0
2.25043e+07 42 7 6 0.371547 0
2.25043e+07 42 7 6 0.373868 0
2.25043e+07 42 7 6 0.384901 0
2.25043e+07 42 7 6 0.382605 0
2.25043e+07 42 7 6 0.383096 0
2.25043e+07 42 7 6 0.382871 0
2.25043e+07 42 7 6 0.384429 0
2.25043e+07 42 7 6 0.370804 0
2.25043e+07 42 7 6 0.382413 0
2.25043e+07 42 7 6 0.397363 0
2.25043e+07 42 7 6 0.451527 0
2.25043e+07 42 7 6 0.369599 0
2.25043e+07 42 7 6 0.379914 0
2.25043e+07 42 7 6 0.383242 0
2.25043e+07 42 7 6 0.450884 0
2.25043e+07 42 7 6 0.384531 0
2.25043e+07 42 7 6 0.381772 0
2.25043e+07 42 7 6 0.368816 0
2.25043e+07 42 7 6 0.371101 0
2.25043e+07 42 7 6 0.383166 0
2.25043e+07 42 7 6 0.381584 0
2.25043e+07 42 7 6 0.382969 0
2.25043e+07 42 7 6 0.381324 0
2.25043e+07 42 7 6 0.380897 0
2.25043e+07 42 7 6 0.382308 0
2.25043e+07 42 7 6 0.382805 0
2.25043e+07 42 7 6 0.423764 0
2.25043e+07 42 7 6 0.36751 0
2.25043e+07 42 7 6 0.382273 0
2.25043e+07 42 7 6 0.38515 0
2.25043e+07 42 7 6 0.369858 0
2.25043e+07 42 7 6 0.38692 0
5.11059e+08 42 7 6 22.3361 1
5.11059e+08 42 7 6 21.5079 1
5.11059e+08 42 7 6 21.5593 1
5.11059e+08 42 7 6 29.8146 1
5.11059e+08 42 7 6 22.2796 1
5.11059e+08 42 7 6 21.7756 1
5.11059e+08 42 7 6 22.1093 1
5.11059e+08 42 7 6 39.8295 1
5.11059e+08 42 7 6 22.4756 1
5.11059e+08 42 7 6 21.6141 1
5.11059e+08 42 7 6 21.6211 1
5.11059e+08 42 7 6 22.006 1
5.11059e+08 42 7 6 22.6495 1
5.11059e+08 42 7 6 21.4954 1
5.11059e+08 42 7 6 29.7301 1
5.11059e+08 42 7 6 21.7894 1
5.11059e+08 42 7 6 21.6002 1
2.25043e+07 44 11 4 0.399192 0
2.25043e+07 44 11 4 0.393859 0
2.25043e+07 44 11 4 0.393705 0
2.25043e+07 44 11 4 0.396819 0
2.25043e+07 44 11 4 0.403899 0
2.25043e+07 44 11 4 0.385629 0
2.25043e+07 44 11 4 0.397257 0
2.25043e+07 44 11 4 0.393098 0
2.25043e+07 44 11 4 0.391042 0
2.25043e+07 44 11 4 0.393031 0
2.25043e+07 44 11 4 0.398508 0
2.25043e+07 44 11 4 0.401586 0
2.25043e+07 44 11 4 0.392509 0
2.25043e+07 44 11 4 0.395961 0
2.25043e+07 44 11 4 0.398213 0
2.25043e+07 44 11 4 0.391971 0
2.25043e+07 44 11 4 0.399805 0
2.25043e+07 44 11 4 0.391768 0
2.25043e+07 44 11 4 0.398545 0
2.25043e+07 44 11 4 0.39618 0
2.25043e+07 44 11 4 0.394955 0
2.25043e+07 44 11 4 0.40549 0
2.25043e+07 44 11 4 0.382089 0
2.25043e+07 44 11 4 0.395918 0
2.25043e+07 44 11 4 0.385062 0
2.25043e+07 44 11 4 0.383297 0
2.25043e+07 44 11 4 0.393515 0
2.25043e+07 44 11 4 0.430603 0
2.25043e+07 44 11 4 0.395528 0
2.25043e+07 44 11 4 0.395445 0
2.25043e+07 44 11 4 0.394166 0
2.25043e+07 44 11 4 0.388075 0
2.25043e+07 44 11 4 0.395381 0
5.11059e+08 44 11 4 20.9592 1
5.11059e+08 44 11 4 36.3214 1
5.11059e+08 44 11 4 20.2506 1
5.11059e+08 44 11 4 27.5592 1
5.11059e+08 44 11 4 21.2029 1
5.11059e+08 44 11 4 20.2134 1
5.11059e+08 44 11 4 20.5075 1
5.11059e+08 44 11 4 20.1743 1
5.11059e+08 44 11 4 20.1742 1
5.11059e+08 44 11 4 20.3385 1
5.11059e+08 44 11 4 20.2698 1
5.11059e+08 44 11 4 20.9199 1
5.11059e+08 44 11 4 20.7762 1
5.11059e+08 44 11 4 20.6484 1
5.11059e+08 44 11 4 26.7575 1
5.11059e+08 44 11 4 35.5477 1
5.11059e+08 44 11 4 20.3104 1
2.25043e+07 46 23 2 0.403728 0
2.25043e+07 46 23 2 0.403684 0
2.25043e+07 46 23 2 0.407079 0
2.25043e+07 46 23 2 0.392933 0
2.25043e+07 46 23 2 0.404989 0
2.25043e+07 46 23 2 0.405674 0
2.25043e+07 46 23 2 0.405794 0
2.25043e+07 46 23 2 0.406121 0
2.25043e+07 46 23 2 0.408378 0
2.25043e+07 46 23 2 0.406695 0
2.25043e+07 46 23 2 0.405784 0
2.25043e+07 46 23 2 0.404944 0
2.25043e+07 46 23 2 0.407467 0
2.25043e+07 46 23 2 0.391343 0
2.25043e+07 46 23 2 0.407578 0
2.25043e+07 46 23 2 0.404419 0
2.25043e+07 46 23 2 0.401613 0
2.25043e+07 46 23 2 0.394808 0
2.25043e+07 46 23 2 0.390367 0
2.25043e+07 46 23 2 0.403878 0
2.25043e+07 46 23 2 0.387528 0
2.25043e+07 46 23 2 0.390374 0
2.25043e+07 46 23 2 0.392406 0
2.25043e+07 46 23 2 0.397231 0
2.25043e+07 46 23 2 0.387814 0
2.25043e+07 46 23 2 0.387002 0
2.25043e+07 46 23 2 0.404344 0
2.25043e+07 46 23 2 0.403069 0
2.25043e+07 46 23 2 0.406958 0
2.25043e+07 46 23 2 0.406748 0
2.25043e+07 46 23 2 0.392922 0
2.25043e+07 46 23 2 0.401648 0
2.25043e+07 46 23 2 0.39044 0
5.11059e+08 46 23 2 19.6188 1
5.11059e+08 46 23 2 19.5401 1
5.11059e+08 46 23 2 25.9065 1
5.11059e+08 46 23 2 19.9142 1
5.11059e+08 46 23 2 19.9474 1
5.11059e+08 46 23 2 19.9985 1
5.11059e+08 46 23 2 20.0201 1
5.11059e+08 46 23 2 33.3554 1
5.11059e+08 46 23 2 20.2386 1
5.11059e+08 46 23 2 20.2191 1
5.11059e+08 46 23 2 20.3901 1
5.11059e+08 46 23 2 19.6042 1
5.11059e+08 46 23 2 19.765 1
5.11059e+08 46 23 2 20.3907 1
5.11059e+08 46 23 2 26.4885 1
5.11059e+08 46 23 2 20.0362 1
5.11059e+08 46 23 2 19.9931 1
2.25043e+07 48 8 6 0.403283 0
2.25043e+07 48 8 6 0.39873 0
2.25043e+07 48 8 6 0.39601 0
2.25043e+07 48 8 6 0.406773 0
2.25043e+07 48 8 6 0.395164 0
2.25043e+07 48 8 6 0.400128 0
2.25043e+07 48 8 6 0.407976 0
2.25043e+07 48 8 6 0.410886 0
2.25043e+07 48 8 6 0.376632 0
2.25043e+07 48 8 6 0.380832 0
2.25043e+07 48 8 6 0.395873 0
2.25043e+07 48 8 6 0.38893 0
2.25043e+07 48 8 6 0.394344 0
2.25043e+07 48 8 6 0.393235 0
2.25043e+07 48 8 6 0.394415 0
2.25043e+07 48 8 6 0.416618 0
2.25043e+07 48 8 6 0.40739 0
2.25043e+07 48 8 6 0.387476 0
2.25043e+07 48 8 6 0.407221 0
2.25043e+07 48 8 6 0.379517 0
2.25043e+07 48 8 6 0.395191 0
2.25043e+07 48 8 6 0.3996 0
2.25043e+07 48 8 6 0.405885 0
2.25043e+07 48 8 6 0.398059 0
2.25043e+07 48 8 6 0.410162 0
2.25043e+07 48 8 6 0.379603 0
2.25043e+07 48 8 6 0.380266 0
2.25043e+07 48 8 6 0.383488 0
2.25043e+07 48 8 6 0.402038 0
2.25043e+07 48 8 6 0.396429 0
2.25043e+07 48 8 6 0.410884 0
2.25043e+07 48 8 6 0.391161 0
2.25043e+07 48 8 6 0.379506 0
5.11059e+08 48 8 6 19.4676 1
5.11059e+08 48 8 6 19.6877 1
5.11059e+08 48 8 6 30.9421 1
5.11059e+08 48 8 6 19.5725 1
5.11059e+08 48 8 6 26.1874 1
5.11059e+08 48 8 6 21.2347 1
5.11059e+08 48 8 6 19.5127 1
5.11059e+08 48 8 6 19.5586 1
5.11059e+08 48 8 6 19.7309 1
5.11059e+08 48 8 6 19.4376 1
5.11059e+08 48 8 6 19.3726 1
5.11059e+08 48 8 6 19.8973 1
5.11059e+08 48 8 6 22.8211 1
5.11059e+08 48 8 6 21.08 1
5.11059e+08 48 8 6 24.9117 1
5.11059e+08 48 8 6 30.8071 1
5.11059e+08 48 8 6 18.5883 1
2.25043e+07 50 10 5 0.398062 0
2.25043e+07 50 10 5 0.401732 0
2.25043e+07 50 10 5 0.377127 0
2.25043e+07 50 10 5 0.396683 0
2.25043e+07 50 10 5 0.39992 0
2.25043e+07 50 10 5 0.409934 0
2.25043e+07 50 10 5 0.396628 0
2.25043e+07 50 10 5 0.382518 0
2.25043e+07 50 10 5 0.427312 0
2.25043e+07 50 10 5 0.400199 0
2.25043e+07 50 10 5 0.410848 0
2.25043e+07 50 10 5 0.375952 0
2.25043e+07 50 10 5 0.393921 0
2.25043e+07 50 10 5 0.402058 0
2.25043e+07 50 10 5 0.38539 0
2.25043e+07 50 10 5 0.387929 0
2.25043e+07 50 10 5 0.397771 0
2.25043e+07 50 10 5 0.393984 0
2.25043e+07 50 10 5 0.393494 0
2.25043e+07 50 10 5 0.405867 0
2.25043e+07 50 10 5 0.399964 0
2.25043e+07 50 10 5 0.401535 0
2.25043e+07 50 10 5 0.408881 0
2.25043e+07 50 10 5 0.378261 0
2.25043e+07 50 10 5 0.399001 0
2.25043e+07 50 10 5 0.397937 0
2.25043e+07 50 10 5 0.39792 0
2.25043e+07 50 10 5 0.388913 0
2.25043e+07 50 10 5 0.40733 0
2.25043e+07 50 10 5 0.374126 0
2.25043e+07 50 10 5 0.430532 0
2.25043e+07 50 10 5 0.398145 0
2.25043e+07 50 10 5 0.396137 0
5.11059e+08 50 10 5 18.5326 1
5.11059e+08 50 10 5 23.1218 1
5.11059e+08 50 10 5 19.9935 1
5.11059e+08 50 10 5 19.8886 1
5.11059e+08 50 10 5 18.9497 1
5.11059e+08 50 10 5 18.8826 1
5.11059e+08 50 10 5 19.2311 1
5.11059e+08 50 10 5 28.4191 1
5.11059e+08 50 10 5 20.5142 1
5.11059e+08 50 10 5 18.5182 1
5.11059e+08 50 10 5 18.7213 1
5.11059e+08 50 10 5 18.7149 1
5.11059e+08 50 10 5 18.6766 1
5.11059e+08 50 10 5 18.5387 1
5.11059e+08 50 10 5 23.3921 1
5.11059e+08 50 10 5 28.54 1
5.11059e+08 50 10 5 18.4429 1
2.25043e+07 52 13 4 0.413822 0
2.25043e+07 52 13 4 0.395302 0
2.25043e+07 52 13 4 0.40155 0
2.25043e+07 52 13 4 0.400276 0
2.25043e+07 52 13 4 0.399541 0
2.25043e+07 52 13 4 0.433628 0
2.25043e+07 52 13 4 0.382963 0
2.25043e+07 52 13 4 0.383811 0
2.25043e+07 52 13 4 0.400368 0
2.25043e+07 52 13 4 0.396508 0
2.25043e+07 52 13 4 0.408162 0
2.25043e+07 52 13 4 0.382555 0
2.25043e+07 52 13 4 0.403185 0
2.25043e+07 52 13 4 0.384527 0
2.25043e+07 52 13 4 0.409929 0
2.25043e+07 52 13 4 0.384136 0
2.25043e+07 52 13 4 0.383829 0
2.25043e+07 52 13 4 0.401297 0
2.25043e+07 52 13 4 0.405193 0
2.25043e+07 52 13 4 0.40986 0
2.25043e+07 52 13 4 0.393908 0
2.25043e+07 52 13 4 0.384496 0
2.25043e+07 52 13 4 0.400522 0
2.25043e+07 52 13 4 0.397878 0
2.25043e+07 52 13 4 0.387345 0
2.25043e+07 52 13 4 0.410572 0
2.25043e+07 52 13 4 0.39814 0
2.25043e+07 52 13 4 0.398675 0
2.25043e+07 52 13 4 0.399165 0
2.25043e+07 52 13 4 0.396739 0
2.25043e+07 52 13 4 0.400328 0
2.25043e+07 52 13 4 0.409463 0
